Gene end (bp),Gene start (bp),Gene name,Gene stable ID,Source of gene name,Gene Synonym
41709489,41709225,HMGN2P10,ENSG00000231261,HGNC Symbol,bK216E10
41709489,41709225,HMGN2P10,ENSG00000231261,HGNC Symbol,HMG17L2
41709489,41709225,HMGN2P10,ENSG00000231261,HGNC Symbol,HMGN2L10
41722131,41722043,RNU6ATAC22P,ENSG00000252603,HGNC Symbol,
41747413,41747312,Y_RNA,ENSG00000206813,RFAM,
41832164,41800679,CCDC134,ENSG00000100147,HGNC Symbol,FLJ22349
41834665,41831215,SREBF2-AS1,ENSG00000184068,HGNC Symbol,821D11.7
41834665,41831215,SREBF2-AS1,ENSG00000184068,HGNC Symbol,RP5
41907307,41833079,SREBF2,ENSG00000198911,HGNC Symbol,bHLHd2
41907307,41833079,SREBF2,ENSG00000198911,HGNC Symbol,SREBP2
41901012,41900944,MIR33A,ENSG00000207932,HGNC Symbol,hsa-mir-33
41901012,41900944,MIR33A,ENSG00000207932,HGNC Symbol,hsa-mir-33a
41901012,41900944,MIR33A,ENSG00000207932,HGNC Symbol,MIRN33
41901012,41900944,MIR33A,ENSG00000207932,HGNC Symbol,MIRN33A
41915074,41909543,SHISA8,ENSG00000234965,HGNC Symbol,C22orf17
41915074,41909543,SHISA8,ENSG00000234965,HGNC Symbol,Orf26
41926806,41922032,TNFRSF13C,ENSG00000159958,HGNC Symbol,BAFFR
41926806,41922032,TNFRSF13C,ENSG00000159958,HGNC Symbol,CD268
41923297,41923222,MIR378I,ENSG00000283829,HGNC Symbol,hsa-mir-378i
41947152,41938737,CENPM,ENSG00000100162,HGNC Symbol,C22orf18
41947152,41938737,CENPM,ENSG00000100162,HGNC Symbol,CENP-M
41947152,41938737,CENPM,ENSG00000100162,HGNC Symbol,MGC861
41947152,41938737,CENPM,ENSG00000100162,HGNC Symbol,Pane1
41958933,41952174,LINC00634,ENSG00000205704,HGNC Symbol,
41998221,41969443,SEPTIN3,ENSG00000100167,HGNC Symbol,SEP3
41998221,41969443,SEPTIN3,ENSG00000100167,HGNC Symbol,SEPT3
41982217,41981304,,ENSG00000224883,,
42058456,41998725,WBP2NL,ENSG00000183066,HGNC Symbol,FLJ26145
42058456,41998725,WBP2NL,ENSG00000183066,HGNC Symbol,GRAMD7
42058456,41998725,WBP2NL,ENSG00000183066,HGNC Symbol,MGC26816
42058456,41998725,WBP2NL,ENSG00000183066,HGNC Symbol,PAWP
42001991,42000446,SLC25A5P1,ENSG00000215347,HGNC Symbol,ANTP3
42001991,42000446,SLC25A5P1,ENSG00000215347,HGNC Symbol,bK250D10.4
42070842,42058334,NAGA,ENSG00000198951,HGNC Symbol,D22S674
42071488,42070949,,ENSG00000286659,,
42079438,42074248,PHETA2,ENSG00000177096,HGNC Symbol,DKFZp686J07229
42079438,42074248,PHETA2,ENSG00000177096,HGNC Symbol,FAM109B
42079438,42074248,PHETA2,ENSG00000177096,HGNC Symbol,IPIP27B
42079438,42074248,PHETA2,ENSG00000177096,HGNC Symbol,SES2
42076161,42076058,SNORD13P1,ENSG00000238498,HGNC Symbol,RNU13P1
42076161,42076058,SNORD13P1,ENSG00000238498,HGNC Symbol,U13
42076161,42076058,SNORD13P1,ENSG00000238498,HGNC Symbol,U13.32A
42084284,42079691,SMDT1,ENSG00000183172,HGNC Symbol,C22orf32
42084284,42079691,SMDT1,ENSG00000183172,HGNC Symbol,DDDD
42084284,42079691,SMDT1,ENSG00000183172,HGNC Symbol,dJ186O1.1
42084284,42079691,SMDT1,ENSG00000183172,HGNC Symbol,EMRE
42090884,42085526,NDUFA6,ENSG00000184983,HGNC Symbol,B14
42090884,42085526,NDUFA6,ENSG00000184983,HGNC Symbol,CI-B14
42090884,42085526,NDUFA6,ENSG00000184983,HGNC Symbol,LYRM6
42090884,42085526,NDUFA6,ENSG00000184983,HGNC Symbol,NADHB14
42090028,42089630,,ENSG00000270083,,
42137742,42090931,NDUFA6-DT,ENSG00000237037,HGNC Symbol,NDUFA6-AS1
42108953,42107765,OLA1P1,ENSG00000213790,HGNC Symbol,
42130865,42126499,CYP2D6,ENSG00000100197,HGNC Symbol,CPD6
42130865,42126499,CYP2D6,ENSG00000100197,HGNC Symbol,CYP2D
42130865,42126499,CYP2D6,ENSG00000100197,HGNC Symbol,CYP2D7AP
42130865,42126499,CYP2D6,ENSG00000100197,HGNC Symbol,CYP2D7BP
42130865,42126499,CYP2D6,ENSG00000100197,HGNC Symbol,CYP2D7P2
42130865,42126499,CYP2D6,ENSG00000100197,HGNC Symbol,CYP2D8P2
42130865,42126499,CYP2D6,ENSG00000100197,HGNC Symbol,CYP2DL1
42130865,42126499,CYP2D6,ENSG00000100197,HGNC Symbol,P450-DB1
42130865,42126499,CYP2D6,ENSG00000100197,HGNC Symbol,P450C2D
42132998,42132543,,ENSG00000227370,,
42139927,42136433,,ENSG00000232710,,
42139726,42138060,,ENSG00000281538,,
42149455,42140203,CYP2D7,ENSG00000205702,HGNC Symbol,CYP2D
42149455,42140203,CYP2D7,ENSG00000205702,HGNC Symbol,CYP2D7P
42149455,42140203,CYP2D7,ENSG00000205702,HGNC Symbol,CYP2D7P1
42149455,42140203,CYP2D7,ENSG00000205702,HGNC Symbol,CYP2D@
42155001,42149886,CYP2D8P,ENSG00000226450,HGNC Symbol,CYP2D8P1
42155001,42149886,CYP2D8P,ENSG00000226450,HGNC Symbol,CYP2DP1
42343616,42160013,TCF20,ENSG00000100207,HGNC Symbol,AR1
42343616,42160013,TCF20,ENSG00000100207,HGNC Symbol,SPBP
42207600,42183827,,ENSG00000288719,,
42279534,42269703,OGFRP1,ENSG00000182057,HGNC Symbol,
42369284,42364387,LINC01315,ENSG00000229891,HGNC Symbol,C22orf32-1
42369284,42364387,LINC01315,ENSG00000229891,HGNC Symbol,lnc-C22orf32-1
42432403,42380407,NFAM1,ENSG00000235568,HGNC Symbol,CNAIP
42446195,42438023,,ENSG00000230107,,
42512562,42500553,SERHL,ENSG00000172250,HGNC Symbol,BK126B4.1
42512562,42500553,SERHL,ENSG00000172250,HGNC Symbol,dJ222E13.1
42512562,42500553,SERHL,ENSG00000172250,HGNC Symbol,HS126B42
42519796,42508344,RRP7A,ENSG00000189306,HGNC Symbol,CGI-96
42519796,42508344,RRP7A,ENSG00000189306,HGNC Symbol,Rrp7
42574382,42553617,SERHL2,ENSG00000183569,HGNC Symbol,
42582039,42555212,RRP7BP,ENSG00000182841,HGNC Symbol,dJ222E13.2
42582039,42555212,RRP7BP,ENSG00000182841,HGNC Symbol,RRP7B
42565330,42565048,RN7SKP80,ENSG00000202058,HGNC Symbol,
42569250,42569147,RNU6-513P,ENSG00000251913,HGNC Symbol,
42614962,42583721,POLDIP3,ENSG00000100227,HGNC Symbol,KIAA1649
42614962,42583721,POLDIP3,ENSG00000100227,HGNC Symbol,PDIP3
42614962,42583721,POLDIP3,ENSG00000100227,HGNC Symbol,PDIP46
42614962,42583721,POLDIP3,ENSG00000100227,HGNC Symbol,SKAR
42627688,42583836,,ENSG00000289517,,
42615393,42615244,RNU12,ENSG00000276027,HGNC Symbol,RNU12-1
42615393,42615244,RNU12,ENSG00000276027,HGNC Symbol,RNU12P
42615907,42615244,,ENSG00000270022,,
42720870,42615730,CYB5R3,ENSG00000100243,HGNC Symbol,DIA1
42640601,42639803,ATP5MGL,ENSG00000249222,HGNC Symbol,ATP5K2
42640601,42639803,ATP5MGL,ENSG00000249222,HGNC Symbol,ATP5L2
42640601,42639803,ATP5MGL,ENSG00000249222,HGNC Symbol,dJ222E13.5
42721298,42692121,A4GALT,ENSG00000128274,HGNC Symbol,A14GALT
42721298,42692121,A4GALT,ENSG00000128274,HGNC Symbol,Gb3S
42721298,42692121,A4GALT,ENSG00000128274,HGNC Symbol,P(k)
42721298,42692121,A4GALT,ENSG00000128274,HGNC Symbol,P1
42762959,42762860,Y_RNA,ENSG00000200448,RFAM,
42777296,42776406,RPL5P34,ENSG00000234009,HGNC Symbol,
42787100,42784462,GOLGA2P4,ENSG00000229608,HGNC Symbol,
42794313,42791814,,ENSG00000274717,,
42858106,42796502,ARFGAP3,ENSG00000242247,HGNC Symbol,ARFGAP1
43015149,42835412,PACSIN2,ENSG00000100266,HGNC Symbol,SDPII
42853799,42853403,,ENSG00000226989,,
43052366,43038585,TTLL1-AS1,ENSG00000230319,HGNC Symbol,
43089419,43039516,TTLL1,ENSG00000100271,HGNC Symbol,C22orf7
43092524,43092167,,ENSG00000234735,,
43129712,43110750,BIK,ENSG00000100290,HGNC Symbol,NBK
43143398,43132209,MCAT,ENSG00000100294,HGNC Symbol,fabD
43143398,43132209,MCAT,ENSG00000100294,HGNC Symbol,FASN2C
43143398,43132209,MCAT,ENSG00000100294,HGNC Symbol,MCT
43143398,43132209,MCAT,ENSG00000100294,HGNC Symbol,MCT1
43143398,43132209,MCAT,ENSG00000100294,HGNC Symbol,MT
43143398,43132209,MCAT,ENSG00000100294,HGNC Symbol,NET62
43163242,43151547,TSPO,ENSG00000100300,HGNC Symbol,BZRP
43163242,43151547,TSPO,ENSG00000100300,HGNC Symbol,DBI
43163242,43151547,TSPO,ENSG00000100300,HGNC Symbol,IBP
43163242,43151547,TSPO,ENSG00000100300,HGNC Symbol,MBR
43163242,43151547,TSPO,ENSG00000100300,HGNC Symbol,mDRC
43163242,43151547,TSPO,ENSG00000100300,HGNC Symbol,PBR
43163242,43151547,TSPO,ENSG00000100300,HGNC Symbol,pk18
43163242,43151547,TSPO,ENSG00000100300,HGNC Symbol,PKBS
43187134,43166622,TTLL12,ENSG00000100304,HGNC Symbol,KIAA0153
43343372,43197280,SCUBE1,ENSG00000159307,HGNC Symbol,
43213661,43212674,SCUBE1-AS2,ENSG00000236272,HGNC Symbol,
43239010,43232141,,ENSG00000234892,,
43283830,43275955,SCUBE1-AS1,ENSG00000203527,HGNC Symbol,
43409681,43400331,LINC01639,ENSG00000236117,HGNC Symbol,
43507848,43411196,MPPED1,ENSG00000186732,HGNC Symbol,239AB
43507848,43411196,MPPED1,ENSG00000186732,HGNC Symbol,C22orf1
43507848,43411196,MPPED1,ENSG00000186732,HGNC Symbol,FAM1A
43513727,43507824,,ENSG00000286801,,
43560063,43516107,EFCAB6-AS1,ENSG00000223843,HGNC Symbol,CITF22-123F2.1
43812337,43528744,EFCAB6,ENSG00000186976,HGNC Symbol,dJ185D5.1
43812337,43528744,EFCAB6,ENSG00000186976,HGNC Symbol,DJBP
43812337,43528744,EFCAB6,ENSG00000186976,HGNC Symbol,FLJ23588
43812337,43528744,EFCAB6,ENSG00000186976,HGNC Symbol,HSCBCIP1
43812337,43528744,EFCAB6,ENSG00000186976,HGNC Symbol,KIAA1672
43759910,43759199,,ENSG00000233157,,
43802772,43802544,HMGN2P9,ENSG00000180150,HGNC Symbol,dJ388M5.2
43802772,43802544,HMGN2P9,ENSG00000180150,HGNC Symbol,HMG17L1
43802772,43802544,HMGN2P9,ENSG00000180150,HGNC Symbol,HMGN2L9
43817394,43812456,EFCAB6-DT,ENSG00000261251,HGNC Symbol,
43862513,43824509,SULT4A1,ENSG00000130540,HGNC Symbol,hBR-STL-1
43862513,43824509,SULT4A1,ENSG00000130540,HGNC Symbol,SULTX3
43892013,43879678,PNPLA5,ENSG00000100341,HGNC Symbol,dJ388M5.4
43892013,43879678,PNPLA5,ENSG00000100341,HGNC Symbol,GS2L
43964488,43923792,PNPLA3,ENSG00000100344,HGNC Symbol,adiponutrin
43964488,43923792,PNPLA3,ENSG00000100344,HGNC Symbol,ADPN
43964488,43923792,PNPLA3,ENSG00000100344,HGNC Symbol,C22orf20
43964488,43923792,PNPLA3,ENSG00000100344,HGNC Symbol,dJ796I17.1
43964488,43923792,PNPLA3,ENSG00000100344,HGNC Symbol,FLJ22012
43964488,43923792,PNPLA3,ENSG00000100344,HGNC Symbol,iPLA2epsilon
44010531,43955442,SAMM50,ENSG00000100347,HGNC Symbol,CGI-51
44010531,43955442,SAMM50,ENSG00000100347,HGNC Symbol,OMP85
44010531,43955442,SAMM50,ENSG00000100347,HGNC Symbol,SAM50
44010531,43955442,SAMM50,ENSG00000100347,HGNC Symbol,TOB55
44010531,43955442,SAMM50,ENSG00000100347,HGNC Symbol,TRG-3
44010531,43955442,SAMM50,ENSG00000100347,HGNC Symbol,YNL026W
43957348,43957027,RPL35AP36,ENSG00000224856,HGNC Symbol,
44172939,43999211,PARVB,ENSG00000188677,HGNC Symbol,CGI-56
44116232,44102779,,ENSG00000279175,,
44153626,44139365,,ENSG00000280434,,
44219533,44172956,PARVG,ENSG00000138964,HGNC Symbol,
44187739,44183031,,ENSG00000279933,,
44229512,44210442,,ENSG00000280011,,
44312951,44243665,SHISAL1,ENSG00000138944,HGNC Symbol,KIAA1644
44366284,44365551,,ENSG00000220702,,
44414814,44413485,,ENSG00000236079,,
44444788,44443327,LINC01656,ENSG00000232655,HGNC Symbol,
44483717,44483495,MRPS18CP6,ENSG00000228807,HGNC Symbol,
44486914,44486295,,ENSG00000279642,,
44498233,44492583,RTL6,ENSG00000188636,HGNC Symbol,dJ1033E15.2
44498233,44492583,RTL6,ENSG00000188636,HGNC Symbol,DKFZp761O17121
44498233,44492583,RTL6,ENSG00000188636,HGNC Symbol,LDOC1L
44498233,44492583,RTL6,ENSG00000188636,HGNC Symbol,Mar6
44498233,44492583,RTL6,ENSG00000188636,HGNC Symbol,Mart6
44498233,44492583,RTL6,ENSG00000188636,HGNC Symbol,SIRH3
44568247,44566965,KRT18P23,ENSG00000215333,HGNC Symbol,
44572453,44569295,LINC00207,ENSG00000187012,HGNC Symbol,NCRNA00207
44625419,44606939,LINC00229,ENSG00000234300,HGNC Symbol,C22orf10
44625419,44606939,LINC00229,ENSG00000234300,HGNC Symbol,dJ474I12.C22.2
44625419,44606939,LINC00229,ENSG00000234300,HGNC Symbol,NCRNA00229
44652379,44651835,ANP32BP2,ENSG00000231801,HGNC Symbol,
44737681,44668547,PRR5,ENSG00000186654,HGNC Symbol,FLJ20185k
44737681,44668547,PRR5,ENSG00000186654,HGNC Symbol,PP610
44737681,44668547,PRR5,ENSG00000186654,HGNC Symbol,Protor-1
44862706,44702233,PRR5-ARHGAP8,ENSG00000248405,HGNC Symbol,
44862788,44752558,ARHGAP8,ENSG00000241484,HGNC Symbol,BPGAP1
44862788,44752558,ARHGAP8,ENSG00000241484,HGNC Symbol,FLJ20185
45010005,44881162,PHF21B,ENSG00000056487,HGNC Symbol,BHC80L
45010005,44881162,PHF21B,ENSG00000056487,HGNC Symbol,FLJ34161
45010005,44881162,PHF21B,ENSG00000056487,HGNC Symbol,PHF4
44902471,44901547,,ENSG00000223730,,
45003619,45000565,,ENSG00000230922,,
45163781,45133020,NUP50-DT,ENSG00000226328,HGNC Symbol,NUP50-AS1
45156011,45155539,,ENSG00000273243,,
45188017,45163925,NUP50,ENSG00000093000,HGNC Symbol,NPAP60L
45179310,45178990,,ENSG00000273353,,
45240894,45192244,KIAA0930,ENSG00000100364,HGNC Symbol,bK268H5.C22.1
45240894,45192244,KIAA0930,ENSG00000100364,HGNC Symbol,C22orf9
45201019,45200954,MIR1249,ENSG00000221598,HGNC Symbol,hsa-mir-1249
45201019,45200954,MIR1249,ENSG00000221598,HGNC Symbol,MIRN1249
45263585,45262273,,ENSG00000273287,,
45276085,45275599,,ENSG00000213752,,
45295874,45284949,UPK3A,ENSG00000100373,HGNC Symbol,UPK3
45341955,45308968,FAM118A,ENSG00000100376,HGNC Symbol,bK268H5.C22.4
45341955,45308968,FAM118A,ENSG00000100376,HGNC Symbol,C22orf8
45341955,45308968,FAM118A,ENSG00000100376,HGNC Symbol,FLJ20635
45413619,45344063,SMC1B,ENSG00000077935,HGNC Symbol,bK268H5
45413619,45344063,SMC1B,ENSG00000077935,HGNC Symbol,SMC1L2
45432509,45413693,RIBC2,ENSG00000128408,HGNC Symbol,C22orf11
45432509,45413693,RIBC2,ENSG00000128408,HGNC Symbol,DKFZp566F0546
45432509,45413693,RIBC2,ENSG00000128408,HGNC Symbol,FLJ25720
45448743,45435864,,ENSG00000232363,,
45601135,45502238,FBLN1,ENSG00000077942,HGNC Symbol,FBLN
45605621,45604432,LINC01589,ENSG00000238120,HGNC Symbol,CTA-941F9.9
45605621,45604432,LINC01589,ENSG00000238120,HGNC Symbol,TCONS_00029353
45624632,45624531,RNU6-1161P,ENSG00000251985,HGNC Symbol,
45680130,45657019,,ENSG00000280383,,
45845307,45671798,ATXN10,ENSG00000130638,HGNC Symbol,E46L
45845307,45671798,ATXN10,ENSG00000130638,HGNC Symbol,FLJ37990
45845307,45671798,ATXN10,ENSG00000130638,HGNC Symbol,SCA10
45760598,45760524,MIR4762,ENSG00000264160,HGNC Symbol,hsa-mir-4762
45793636,45792418,,ENSG00000235347,,
45879247,45875932,,ENSG00000279954,,
45891438,45875999,,ENSG00000235091,,
45977162,45920366,WNT7B,ENSG00000188064,HGNC Symbol,
46010777,46006616,,ENSG00000280424,,
46015498,46013606,,ENSG00000273145,,
46044853,46039907,LINC00899,ENSG00000231711,HGNC Symbol,
46048412,46047286,,ENSG00000289160,,
46054144,46049478,PRR34,ENSG00000182257,HGNC Symbol,C22orf26
46054144,46049478,PRR34,ENSG00000182257,HGNC Symbol,FLJ10945
46053560,46053093,,ENSG00000273289,,
46057210,46053705,PRR34-AS1,ENSG00000241990,HGNC Symbol,
46113928,46053869,MIRLET7BHG,ENSG00000197182,HGNC Symbol,linc-Ppara
46058160,46055740,,ENSG00000231010,,
46069891,46067356,,ENSG00000235159,,
46070639,46070040,,ENSG00000289044,,
46091126,46091044,MIR3619,ENSG00000266533,HGNC Symbol,hsa-mir-3619
46112822,46112749,MIRLET7A3,ENSG00000283990,HGNC Symbol,hsa-let-7a-3
46112822,46112749,MIRLET7A3,ENSG00000283990,HGNC Symbol,MIRNLET7A3
46113657,46113566,MIR4763,ENSG00000284175,HGNC Symbol,hsa-mir-4763
46113768,46113686,MIRLET7B,ENSG00000284520,HGNC Symbol,hsa-let-7b
46113768,46113686,MIRLET7B,ENSG00000284520,HGNC Symbol,MIRNLET7B
46243755,46150521,PPARA,ENSG00000186951,HGNC Symbol,hPPAR
46243755,46150521,PPARA,ENSG00000186951,HGNC Symbol,NR1C1
46243755,46150521,PPARA,ENSG00000186951,HGNC Symbol,PPAR
46165347,46163303,,ENSG00000280384,,
46250311,46244011,CDPF1,ENSG00000205643,HGNC Symbol,C22orf40
46250311,46244011,CDPF1,ENSG00000205643,HGNC Symbol,LOC150383
46263343,46255663,PKDREJ,ENSG00000130943,HGNC Symbol,
46294008,46267961,TTC38,ENSG00000075234,HGNC Symbol,FLJ20699
46296660,46295143,GTSE1-DT,ENSG00000277232,HGNC Symbol,GTSE1-AS1
46330810,46296870,GTSE1,ENSG00000075218,HGNC Symbol,B99
46330810,46296870,GTSE1,ENSG00000075218,HGNC Symbol,GTSE-1
46357340,46330875,TRMU,ENSG00000100416,HGNC Symbol,FLJ10140
46357340,46330875,TRMU,ENSG00000100416,HGNC Symbol,MTO2
46357340,46330875,TRMU,ENSG00000100416,HGNC Symbol,MTU1
46357340,46330875,TRMU,ENSG00000100416,HGNC Symbol,TRMT
46537620,46360834,CELSR1,ENSG00000075275,HGNC Symbol,ADGRC1
46537620,46360834,CELSR1,ENSG00000075275,HGNC Symbol,CDHF9
46537620,46360834,CELSR1,ENSG00000075275,HGNC Symbol,FMI2
46537620,46360834,CELSR1,ENSG00000075275,HGNC Symbol,HFMI2
46537620,46360834,CELSR1,ENSG00000075275,HGNC Symbol,ME2
46481760,46481329,FAM136EP,ENSG00000230634,HGNC Symbol,
46539807,46537892,,ENSG00000288754,,
46548196,46541495,,ENSG00000234869,,
46679790,46576012,GRAMD4,ENSG00000075240,HGNC Symbol,DIP
46679790,46576012,GRAMD4,ENSG00000075240,HGNC Symbol,KIAA0767
46738252,46684410,CERK,ENSG00000100422,HGNC Symbol,dA59H18.2
46738252,46684410,CERK,ENSG00000100422,HGNC Symbol,dA59H18.3
46738252,46684410,CERK,ENSG00000100422,HGNC Symbol,DKFZp434E0211
46738252,46684410,CERK,ENSG00000100422,HGNC Symbol,FLJ21430
46738252,46684410,CERK,ENSG00000100422,HGNC Symbol,FLJ23239
46738252,46684410,CERK,ENSG00000100422,HGNC Symbol,hCERK
46738252,46684410,CERK,ENSG00000100422,HGNC Symbol,KIAA1646
46738252,46684410,CERK,ENSG00000100422,HGNC Symbol,LK4
46762563,46761894,TBC1D22A-DT,ENSG00000260708,HGNC Symbol,
47175699,46762617,TBC1D22A,ENSG00000054611,HGNC Symbol,C22orf4
46916042,46914092,TBC1D22A-AS1,ENSG00000280080,HGNC Symbol,
47117217,47115838,,ENSG00000278881,,
47261007,47259366,,ENSG00000280312,,
47373541,47345569,,ENSG00000224715,,
47487111,47461299,LINC01644,ENSG00000218357,HGNC Symbol,
47631569,47612231,LINC00898,ENSG00000205634,HGNC Symbol,
48023004,47630827,,ENSG00000224271,,
47663603,47662559,,ENSG00000232897,,
47926264,47916728,,ENSG00000279712,,
48048549,48044710,,ENSG00000235154,,
48058275,48052646,,ENSG00000278890,,
48141001,48139461,,ENSG00000238192,,
48143229,48141542,,ENSG00000229275,,
48259116,48254903,,ENSG00000285707,,
48274415,48274364,MIR3201,ENSG00000266508,HGNC Symbol,hsa-mir-3201
48333199,48320412,,ENSG00000288540,,
48415571,48403462,,ENSG00000285855,,
48451217,48448890,,ENSG00000233179,,
48489324,48474135,,ENSG00000287225,,
48850912,48489553,TAFA5,ENSG00000219438,HGNC Symbol,FAM19A5
48850912,48489553,TAFA5,ENSG00000219438,HGNC Symbol,TAFA-5
48547387,48538900,,ENSG00000281732,,
48780353,48780295,MIR4535,ENSG00000266887,HGNC Symbol,hsa-mir-4535
48898386,48866770,LINC01310,ENSG00000205632,HGNC Symbol,WI2-81516E3.1
49052549,49047484,,ENSG00000286381,,
49188062,49166421,,ENSG00000285623,,
49214247,49213911,RPL35P8,ENSG00000226142,HGNC Symbol,
49266080,49264201,,ENSG00000280199,,
49377119,49372924,,ENSG00000285722,,
49657542,49414524,MIR3667HG,ENSG00000188511,HGNC Symbol,C22orf34
49501585,49500568,,ENSG00000280224,,
49534926,49534062,,ENSG00000279597,,
49543466,49543393,MIR3667,ENSG00000264139,HGNC Symbol,hsa-mir-3667
49556473,49548681,,ENSG00000212939,,
49575426,49572264,,ENSG00000213279,,
49615716,49612657,,ENSG00000235111,,
49631357,49630514,,ENSG00000288834,,
49664968,49662312,,ENSG00000286393,,
49724506,49718053,,ENSG00000226954,,
49739003,49738677,RN7SKP252,ENSG00000223142,HGNC Symbol,
49758980,49757627,RPL5P35,ENSG00000214727,HGNC Symbol,
49827873,49773283,BRD1,ENSG00000100425,HGNC Symbol,BRL
49827873,49773283,BRD1,ENSG00000100425,HGNC Symbol,BRPF2
49807208,49805452,,ENSG00000279345,,
49817712,49817248,,ENSG00000236867,,
49838901,49832449,,ENSG00000260613,,
49846090,49845929,,ENSG00000229409,,
49846720,49846456,Metazoa_SRP,ENSG00000277771,RFAM,
49853364,49851425,,ENSG00000279494,,
49890080,49853844,ZBED4,ENSG00000100426,HGNC Symbol,KIAA0637
49918438,49900229,ALG12,ENSG00000182858,HGNC Symbol,CDG1G
49918438,49900229,ALG12,ENSG00000182858,HGNC Symbol,ECM39
49904576,49902228,,ENSG00000273192,,
49927540,49918167,CRELD2,ENSG00000184164,HGNC Symbol,MGC11256
49934074,49933198,,ENSG00000278869,,
49964072,49960768,PIM3,ENSG00000198355,HGNC Symbol,
49962939,49962866,MIR6821,ENSG00000276753,HGNC Symbol,hsa-mir-6821
50012659,49994513,IL17REL,ENSG00000188263,HGNC Symbol,FLJ41993
50056935,50015123,TTLL8,ENSG00000138892,HGNC Symbol,
50085426,50059391,MLC1,ENSG00000100427,HGNC Symbol,KIAA0027
50085426,50059391,MLC1,ENSG00000100427,HGNC Symbol,LVM
50085426,50059391,MLC1,ENSG00000100427,HGNC Symbol,MLC
50085426,50059391,MLC1,ENSG00000100427,HGNC Symbol,VL
50161690,50089879,MOV10L1,ENSG00000073146,HGNC Symbol,CHAMP
50161690,50089879,MOV10L1,ENSG00000073146,HGNC Symbol,DJ402G11.8
50161690,50089879,MOV10L1,ENSG00000073146,HGNC Symbol,DKFZp434B0717
50096437,50092745,,ENSG00000280395,,
50180295,50170731,PANX2,ENSG00000073150,HGNC Symbol,hPANX2
50180295,50170731,PANX2,ENSG00000073150,HGNC Symbol,PX2
50199598,50185913,TRABD,ENSG00000170638,HGNC Symbol,PP2447
50192402,50191724,,ENSG00000273188,,
50200837,50199090,,ENSG00000273253,,
50217616,50201011,SELENOO,ENSG00000073169,HGNC Symbol,SELO
50206062,50205585,,ENSG00000272836,,
50209542,50208461,,ENSG00000273137,,
50245023,50217689,TUBGCP6,ENSG00000128159,HGNC Symbol,DJ402G11.6
50245023,50217689,TUBGCP6,ENSG00000128159,HGNC Symbol,GCP6
50245023,50217689,TUBGCP6,ENSG00000128159,HGNC Symbol,KIAA1669
50245185,50244662,,ENSG00000288871,,
50251405,50245183,HDAC10,ENSG00000100429,HGNC Symbol,DKFZP761B039
50261716,50245450,MAPK12,ENSG00000188130,HGNC Symbol,ERK6
50261716,50245450,MAPK12,ENSG00000188130,HGNC Symbol,p38gamma
50261716,50245450,MAPK12,ENSG00000188130,HGNC Symbol,PRKM12
50261716,50245450,MAPK12,ENSG00000188130,HGNC Symbol,SAPK-3
50261716,50245450,MAPK12,ENSG00000188130,HGNC Symbol,SAPK3
50270767,50263713,MAPK11,ENSG00000185386,HGNC Symbol,p38-2
50270767,50263713,MAPK11,ENSG00000185386,HGNC Symbol,p38Beta
50270767,50263713,MAPK11,ENSG00000185386,HGNC Symbol,PRKM11
50270767,50263713,MAPK11,ENSG00000185386,HGNC Symbol,SAPK2
50307646,50274979,PLXNB2,ENSG00000196576,HGNC Symbol,KIAA0315
50307646,50274979,PLXNB2,ENSG00000196576,HGNC Symbol,MM1
50307646,50274979,PLXNB2,ENSG00000196576,HGNC Symbol,PLEXB2
50327012,50309030,DENND6B,ENSG00000205593,HGNC Symbol,AFI1B
50327012,50309030,DENND6B,ENSG00000205593,HGNC Symbol,FAM116B
50327012,50309030,DENND6B,ENSG00000205593,HGNC Symbol,MGC33692
50316008,50314631,,ENSG00000227484,,
50317025,50316035,,ENSG00000279182,,
50445090,50343304,PPP6R2,ENSG00000100239,HGNC Symbol,dJ579N16.1
50445090,50343304,PPP6R2,ENSG00000100239,HGNC Symbol,KIAA0685
50445090,50343304,PPP6R2,ENSG00000100239,HGNC Symbol,SAP190
50445090,50343304,PPP6R2,ENSG00000100239,HGNC Symbol,SAPS2
50483923,50443219,SBF1,ENSG00000100241,HGNC Symbol,DENND7A
50483923,50443219,SBF1,ENSG00000100241,HGNC Symbol,MTMR5
50486440,50481543,ADM2,ENSG00000128165,HGNC Symbol,AM2
50486440,50481543,ADM2,ENSG00000128165,HGNC Symbol,FLJ21135
50490648,50486784,MIOX,ENSG00000100253,HGNC Symbol,ALDRL6
50507702,50502949,LMF2,ENSG00000100258,HGNC Symbol,TMEM112B
50507702,50502949,LMF2,ENSG00000100258,HGNC Symbol,TMEM153
50524780,50508224,NCAPH2,ENSG00000025770,HGNC Symbol,384D8-2
50524780,50508224,NCAPH2,ENSG00000025770,HGNC Symbol,CAP-H2
50524780,50508224,NCAPH2,ENSG00000025770,HGNC Symbol,hCAP-H2
50526461,50523568,SCO2,ENSG00000284194,HGNC Symbol,MYP6
50526461,50523568,SCO2,ENSG00000284194,HGNC Symbol,SCO1L
50524780,50523926,,ENSG00000272821,,
50530032,50525752,TYMP,ENSG00000025708,HGNC Symbol,ECGF1
50530032,50525752,TYMP,ENSG00000025708,HGNC Symbol,MNGIE
50532506,50529710,ODF3B,ENSG00000177989,HGNC Symbol,FAP123
